Integration Type,Language,Sentiment,Categories,Text
tripadvisor,eng,-1,experience;value;food,I was looking forward to going to Middletons as a relatively new restaurant in town. I ordered the seafood mixed grill and the fish was great but let down by the jacket potato which had clearly been microwaved. General opinion was that it is quite overpriced for the quality of the food and there is better restaurants in town. 
tripadvisor,eng,1,food;service,"We went to Ellis gourmetburger this week, I ordered the funcky chicken and my friend ordered the Ellis special 2.0. Had fries and onion rings as sides. The food was delicious en the staff was very friendly."
tripadvisor,eng,1,experience;food;service,"Today as it's my partners birthday, we drew a short straw for a dinner out and found ourselves at this surprise called MIDDLETONS steakhouse in Milton Keynes. This turned out to be a wonderful experience.First we were greeted and quickly shown to our table and had excellent service with our orders of food and drinks.Our server LISA quietly arranged a small birthday cake complete with candles. QUITE a surprise and excellent  service throughout. A good atmosphere and quality food.will certainly visit  again."
tripadvisor,nld,1,experience;food,"2 kinderboxen en 1 kip souvlaki streetbox. Meer dan voldoende en heerlijk gegeten. Lekkere frietjes, lekkere groentjes "
tripadvisor,eng,1,food;service,"Excellent food, Friendly staff who are attentive and a great atmosphere What more could you ask for Keep up the great service"
tripadvisor,eng,1,reputation;food;service,Visited Tuesday afternoon..warm greeting..Fixed price menu is fantastic value for money..however I went for the Lobster..which was great..OH had fixed menu..ribs to start..chicken butterfly mains..summer fruit pavlova..service was very good and swift..RECOMMENDED
tripadvisor,eng,1,experience;food,"Ordered lobster with jacket potatoes, excellent taste. Would be happier if they gives discounts to students."
tripadvisor,eng,1,experience;food,Came here one lunchtime so we could have from the set menu (which is fantastic). I had to haddock goujons for starter and burger for main both of with was very impressed with! No time for a dessert but would love to have one next time. Both my friends I went with both thoroughly enjoyed their meals as well. We will be back! 
tripadvisor,eng,1,experience;food;service,"We had fantastic meal with all food of high quality and good portion sizes. Highlight was are server Marta who looked after us well, she is incredibly cheerful, positive and open. Deserves special commendation for her view on life and approach."
tripadvisor,eng,1,food;service;environment,Nice place with friendly straff and good burgers. Besides your normal cheeseburger there is also some unusual combination which May be fin to try out. The fries however where disappointing. You will find better ones in the kiosk just outside. 
tripadvisor,eng,1,experience;food;service;reputation,"I recently took a trip to this incredible  restaurant and at work of the set menu, the food was incredible and the service even better! We were served by the lovely Jade, she took great care of us and was attentive. She went above and beyond to make sure our visit  was the best we could possibly have. The starters came out quick and were  to die for... highly recommend!!!!"
tripadvisor,fra,-1,food;service,"N’ayant jamais été au Ellis Burger, j’ai décidé de m’y rendre avec des amies par un temps ensoleillé. Nous étions assises en terrasse, sur la place. Après avoir commandé nos plats, les calamars sont arrivés près de 20 Minutes après alors que nous avions fait part au serveur qu’il s’agissait de plats pour certains, on s’attendait donc à ce que tout arrive en même temps. Les verres étant vieux et sales, je demande alors une paille au serveur, paille qui m’est refusée! Je ne peux pas boire dans un verre ou 45 personnes ont bu le jour même, alors soit vous proposez des pailles en carton, soit le resto ne possède pas de pailles du tout mais le serveur n’a pas à exposer ses opinions politiques. Nos Burger sont arrivés 45 minutes après les calamars ! Le soleil s’était déjà couché, on a donc mangé, mais c’était sans goût, je pense que c’est l’un des burger les plus fades que j’ai mangé de ma vie (et sans exagération).Vu la réputation de Ellis, je croyais que ça allait être très bon ou du moins correct mais là c’était froid, sans grand intérêt... j’ai payé 15€ pourtant j’avais encore faim apres... en tout cas, je ne reviendrais plus jamais de ma vie ! (Mais le maïs est bon c’est le point positif)"
tripadvisor,fra,1,food;value;service;environment;experience,Un déjeuner original et bon marché. Un service rapide et sympathique. Les plats sont bons. La déco est moderne et de bon goût.
tripadvisor,eng,1,experience;service;food,Amazing service with Evie and staff !!! The food was beyond expectations and the staff was so accustomimg
tripadvisor,eng,1,experience;food;service,"Great service from Kelly and AMAZING fillet steak, the best I’ve ever had. Cooked to perfection, thank you Chloe"
tripadvisor,eng,1,experience;service;food,"Been here a few times with family and the food is always great and very prompt service by all staff but Summer was very efficient and always popping over to see if everything was ok, would definatly recommend to friends and family and we are back there again in April for a birthday meal!"
tripadvisor,nld,-1,food;environment,"30 min wachten voor 1 falafel wrap, tafeltjes plakten en wc niet schoon. Hun systeem van kassa en bediening is niet echt efficiënt. Eten wel lekker! "
tripadvisor,fra,-1,service,"Serveuse qui dansent entre elles. Mettent de la musique sur leur téléphone, qui sonne quand on les appelle (oui.. ça sert à ça un téléphone). Qui chantent en nous servant.Qui nous demande 3 fois si on a bien pris notre commande. En débarrassant nous indiquons vouloir un dessert. Qu’à cela ne tienne, ce sera sans serviette, on a quand manger proprement. Nous avons tout de même réclamés des couverts. Ne connaissent pas la carte (confondre des pancakes et des bananes c est fort)On nous propose une carafe d’eau au moment de régler l’addition. Bon... vous aurez compris, on ne tari pas d’éloge même si la nourriture n’est pas non plus à fuir (même si c’est pas le must quand même)A vos gardes !"
tripadvisor,eng,1,food,"It is difficult to be disappointed by a simple coffee, but it is worth saying it when it is good ! Capuccino and Macchiato are good there !"
tripadvisor,eng,1,experience;reputation;food;service,Excellent food. Great burgers & grills. Juicy steaks. All served buy Jess who did a fantastic job of looking after us all. Thoroughly recommend this place & will definitely be back. 
tripadvisor,eng,1,experience;service;food,"Had a party of 10 table booked, our waitress Jess was very patient and understanding when people arrived late for our table booking, she was very polite and supplied us with everything thing we needed , all round good service. Food was very good , all brought out at the same time and presented well. Would recommend this to anyone!"
tripadvisor,eng,-1,experience;service;value;food,"Visited this restaurant for a early mother’s day and found the service was very poor and inattentive. Some of the food was Ok, ribs were nice, but the lobster was really poor, small Portion and over cooked to the extent it was rubbery and tasteless. Have driven past this restaurant many times and always looks good from the outside and was looking forward to eating there. However unfortunately for the Middleton I doubt we would bother to return."
tripadvisor,eng,-1,experience;service;value;food,"I’ve been to this Spaghetti House before and they disappointed me this evening. They were busy but service was very slow (we waited 30 mins to order drinks and our food)- the starter arrived before our drinks. At the end we waited 40 mins to order cheese. In the middle my lasagna was dry, they brought the wrong order for my friend and the tomato and onion salad arrived as we were finishing our food. Not a great experience. They reduced the bill but still wanted to charge for service (what service!?)"
tripadvisor,eng,1,experience;value;food,"We visited today after a gin making class round the corner. Beautiful setting, and good choice of food. Two of us opted for the set menu and it was well worth the money. The others chose from the main menu and were not disappointed. Will definitely be returning."
tripadvisor,eng,1,experience;service;environment,"Visited today and thoroughly enjoyed our visit. All of the staff were extremely friendly and the service was extra fast. Food was delicious, I had the £9.95 3 course set menu and I couldn’t fault it. In a great location and the restaurant itself is gorgeous. Deffo recommend "
tripadvisor,eng,1,service;food;reputation,"We dined here for lunch and were not disappointed. Service was slow, the servers seemed in no rush to do anything - although not unpleasant I would note! Food wise, we ordered the potato dips to share as a starter - highly recommended!! They were like a chip and a roast potato got triple cooked and had a baby together, covered in cheese and peppers, and served with delicious dips. Burger wise, I had a Bacon Eli (think that was the name) and my boyfriend had a Cheesy Nelson. Both were outstanding, really high quality burgers - not greasy or McDonald’s like at all. We shared a sideOf chips also (good portion siZe to share if you had a big starter also and aren’t starving). The beer recommendations with every burger are a nice touch. My boyfriend went with the recommended choice for his and loved it. Definitely worth a visit when in the area - just maybe not if you are in a rush."
tripadvisor,nld,-1,food;service;environment,"gewoon slecht.we kregen ons eten in 3delen...eerst 2 van de 5 bestelde burgers..10min later kregen we de zoete aardappel wedges..nog eens 5min later de rest van de burgers.wat zeer raar is want in de open keuken wordt niet gekookt!! enkel opgewarmd!!!!! de burgers waren allemaal koud,smakeloos en de broodjes half verbrand. de 5 zielige stukjes zoete aardappel waarvoor je 4.90€ betaald(wat wil zeggen dat je 0.98€ betaald voor 1wedge)waren bijna rauw aan de binnenkant en nogmaals smakeloos.iedereen is met honger van tafel gegaan.dit zijn de duurste veggie/vegan burgers van alle burgerrestaurants in antwerpen en ook de slechtste!!! het meisje in de verschrikkelijk vuile openkeuken liet zeer duidelijk merken dat ze haar job niet graag doet. wij komen hier nooit meer!!!! veel geld kwijt en nogsteeds honger en ern barslechte service."
